,name,rating,reviews,type,hq,old,employees
8041,Supreme Group,3.4,(65 Reviews),Private,Dubai + 20 more,66 years old,1 Lakh+ Employees (India)
8042,Kamal Fincap,3.9,(65 Reviews),Kota + 29 more,10 years old,51-200 Employees (India),
8043,Alp Overseas,3.9,(65 Reviews),Gurgaon + 4 more,39 years old,201-500 Employees (India),
8044,INIFD,3.6,(65 Reviews),Private,Chandigarh + 28 more,28 years old,51-200 Employees (Global)
8045,FANUC,4.1,(65 Reviews),Private,Oshino + 9 more,67 years old,201-500 Employees (India)
8046,MAP Systems,3.4,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",30 years old,51-200 Employees (India)
8047,Frog CellSat,4.5,(65 Reviews),Private,Noida + 6 more,30 years old,201-500 Employees (India)
8048,Systematix Infot...,3.8,(65 Reviews),Private,"Indore,Madhya Pradesh + 1 more",18 years old,201-500 Employees (India)
8049,Windcare India,3.3,(65 Reviews),Private,Gudimangalam + 5 more,22 years old,201-500 Employees (India)
8050,Kemin Industries,4.3,(65 Reviews),Private,Des Moines + 9 more,62 years old,201-500 Employees (India)
8051,Surya Hospital,3.7,(65 Reviews),Private,"Hosur,Tamil Nadu + 11 more",31 years old,501-1k Employees (India)
8052,Enzene Bioscienc...,4.1,(65 Reviews),Private,"Pune,Maharashtra",17 years old,201-500 Employees (India)
8053,Multani Pharmace...,4.3,(65 Reviews),Private,New Delhi + 7 more,37 years old,51-200 Employees (India)
8054,Vantage Integrat...,3.3,(65 Reviews),Private,West Midlands + 8 more,33 years old,51-200 Employees (India)
8055,INFAC,3.5,(65 Reviews),Private,Songpa-gu + 3 more,54 years old,
8056,Saint-Gobain Abr...,4.3,(65 Reviews),Private,Worcester + 13 more,138 years old,10k-50k Employees (Global)
8057,Sensiple,3.5,(65 Reviews),Private,"Iselin,New Jersey",24 years old,201-500 Employees (India)
8058,Seshasayee Paper...,4.1,(65 Reviews),Private,"Chennai,Tamil Nadu + 3 more",63 years old,1k-5k Employees (India)
8059,Navnit Motors,3.7,(65 Reviews),Mumbai + 6 more,37 years old,501-1k Employees (India),
8060,Manya Education,3.3,(65 Reviews),Private,"Delhi/NCR,Delhi + 6 more",21 years old,201-500 Employees (India)
8061,QUALITY EVALUATI...,3.6,(65 Reviews),Private,Bengaluru + 10 more,38 years old,201-500 Employees (India)
8062,The George Teleg...,3.3,(65 Reviews),Private,"Kolkata,West Bengal + 11 more",103 years old,51-200 Employees (India)
8063,Guardian Healthc...,3.8,(65 Reviews),"Mumbai,Maharashtra + 11 more",7 years old,501-1k Employees (India),
8064,Ambience Group,2.5,(65 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",37 years old,51-200 Employees (India)
8065,Isgec Hitachi Zo...,4.0,(65 Reviews),Private,Dahej + 4 more,11 years old,201-500 Employees (India)
8066,Medgulf Construc...,4.0,(65 Reviews),Doha + 4 more,48 years old,1k-5k Employees (Global),
8067,Homesfy - Craft ...,4.0,(65 Reviews),Private,"Thane,Maharashtra + 4 more",11 years old,201-500 Employees (India)
8068,Advics,4.1,(65 Reviews),Private,Kariya,22 years old,1k-5k Employees (Global)
8069,Sud Chemie,4.1,(65 Reviews),Private,New Delhi + 3 more,54 years old,501-1k Employees (India)
8070,Being human,4.1,(65 Reviews),Private,Mumbai + 19 more,16 years old,51-200 Employees (India)
8071,Farbe Firma,4.5,(65 Reviews),Private,"Ankleshwar,Gujarat",6 years old,201-500 Employees (India)
8072,HYOSUNG T&D,3.3,(65 Reviews),Private,Seoul + 2 more,51-200 Employees (India),
8073,SKS Fasteners,3.7,(65 Reviews),Private,"Pune,Maharashtra",25 years old,201-500 Employees (India)
8074,Mindtree Solutio...,3.9,(65 Reviews),Private,Delhi + 5 more,1 Lakh+ Employees (India),
8075,Cambridge School,4.0,(65 Reviews),Private,New Delhi + 19 more,92 years old,51-200 Employees (India)
8076,Vivo Life Scienc...,4.5,(65 Reviews),Private,Secunderabad + 11 more,13 years old,51-200 Employees (India)
8077,Shyam Steel Manu...,3.8,(65 Reviews),Kolkata + 12 more,1k-5k Employees (India),,
8078,JRG Automotive i...,3.3,(65 Reviews),Private,Gurgaon + 4 more,16 years old,11-50 Employees (India)
8079,Neugene Internat...,4.7,(65 Reviews),Noida + 22 more,51-200 Employees (India),,
8080,SE2 DIGITAL SERV...,3.5,(65 Reviews),LLP,"Topeka,Kansas",4 years old,51-200 Employees (India)
8081,Medeor,3.7,(65 Reviews),Public,"Delhi/NCR,Delhi + 5 more",19 years old,501-1k Employees (India)
8082,SACHA Engineerin...,3.6,(65 Reviews),"Gersthofen,Bavaria + 4 more",51-200 Employees (India),,
8083,IPROCESS BUSINES...,4.4,(65 Reviews),Hyderabad/Secunderabad + 24 more,1-10 Employees (India),,
8084,Supr Infotech So...,4.3,(65 Reviews),"Bangalore,Karnataka + 12 more",501-1k Employees (India),,
8085,Airproducts,4.1,(65 Reviews),Public,"Trexlertown,PA + 2 more",83 years old,501-1k Employees (India)
8086,GMR DIAL,4.0,(65 Reviews),"New Delhi,Delhi + 1 more",17 years old,5k-10k Employees (India),
8087,TPI Composites,4.2,(65 Reviews),Public,"Scottsdale,Arizona + 2 more",55 years old,501-1k Employees (India)
8088,Indovance Inc,3.6,(65 Reviews),Private,"Apex,North Carolina",20 years old,201-500 Employees (India)
8089,Computacenter,4.3,(65 Reviews),"Hatfield,Hertfordshire + 2 more",42 years old,501-1k Employees (India),
8090,Nutanix,4.1,(65 Reviews),Private,"San Jose,California + 2 more",14 years old,201-500 Employees (India)
8091,BD,4.0,(65 Reviews),Private,"Franklin Lakes,New Jersey + 10 more",126 years old,501-1k Employees (India)
8092,Digital Minds So...,3.8,(65 Reviews),Hyderabad,11 years old,51-200 Employees (India),
8093,THE GUARDIANS Re...,3.3,(65 Reviews),"Mumbai,Maharashtra + 4 more",7 years old,1k-5k Employees (India),
8094,Descon,4.2,(357 Reviews),Lahore + 11 more,46 years old,51-200 Employees (India),
8095,Mars,4.1,(346 Reviews),Private,McLean + 16 more,132 years old,501-1k Employees (India)
8096,Hansa Cequity,3.6,(148 Reviews),Private,"Bangalore,Karnataka + 3 more",15 years old,201-500 Employees (India)
8097,The World Bank,4.5,(65 Reviews),Private,"Washington,Washington D.C. + 9 more",79 years old,1k-5k Employees (India)
8098,Kintech Synergy,4.1,(64 Reviews),Private,Ahmedabad + 4 more,28 years old,501-1k Employees (India)
8099,Emtec,4.3,(64 Reviews),Private,"Jacksonville,Florida + 1 more",28 years old,51-200 Employees (India)
8100,ECIL RAPISCAN,4.1,(64 Reviews),Private,Hyderabad + 12 more,28 years old,201-500 Employees (India)
8101,SSP India,4.0,(64 Reviews),Private,Halifax + 6 more,21 years old,51-200 Employees (India)
8102,Richa Industries,3.0,(64 Reviews),Public,Faridabad + 9 more,30 years old,501-1k Employees (Global)
8103,Mersen,3.8,(64 Reviews),Private,Courbevoie + 3 more,132 years old,201-500 Employees (India)
8104,Royal HaskoningD...,4.4,(64 Reviews),Private,Amersfoort + 17 more,142 years old,201-500 Employees (India)
8105,Indian Red Cross...,4.1,(64 Reviews),Private,New Delhi + 30 more,103 years old,201-500 Employees (India)
8106,Mother’s Pride,3.8,(64 Reviews),Private,"Delhi/NCR,New Delhi + 11 more",27 years old,1k-5k Employees (India)
8107,WHSmith,3.8,(64 Reviews),Private,Swindon + 11 more,231 years old,201-500 Employees (India)
8108,Intercontinental...,3.9,(64 Reviews),Private,"Atlanta,Georgia",23 years old,1k-5k Employees (India)
8109,BSR,3.6,(64 Reviews),Private,San Francisco + 12 more,31 years old,1k-5k Employees (Global)
8110,Phoenix Marketci...,4.1,(64 Reviews),Private,Bangalore + 5 more,12 years old,51-200 Employees (India)
8111,Banas Dairy,4.6,(64 Reviews),Private,Palanpur + 6 more,54 years old,1k-5k Employees (India)
8112,Kalyaniwalla & M...,3.5,(64 Reviews),LLP,Mumbai + 4 more,95 years old,51-200 Employees (India)
8113,Sinhgad Technica...,3.5,(64 Reviews),Private,"Pune,Maharashtra + 3 more",30 years old,201-500 Employees (India)
8114,Schiller Healthc...,3.8,(64 Reviews),Private,"Mumbai,Maharashtra + 15 more",26 years old,201-500 Employees (India)
8115,Swarovski,3.9,(64 Reviews),Private,"Wattens,Austria + 13 more",128 years old,501-1k Employees (India)
8116,Market Xcel Data...,3.8,(64 Reviews),Private,"Delhi/NCR,Delhi + 18 more",23 years old,51-200 Employees (India)
8117,TNEB,4.2,(64 Reviews),Private,Chennai + 14 more,66 years old,5k-10k Employees (Global)
8118,Gitanjali Gems,3.2,(64 Reviews),Public,"Mumbai,Maharashtra + 11 more",57 years old,501-1k Employees (India)
8119,Dietech India,3.8,(64 Reviews),Private,Kancheepuram + 4 more,28 years old,201-500 Employees (India)
8120,Site Engineering,3.9,(64 Reviews),Private,Atlanta + 21 more,38 years old,10k-50k Employees (India)
8121,Classic Auto Tub...,4.0,(64 Reviews),Private,Pune + 4 more,27 years old,201-500 Employees (India)
8122,Experion Technol...,4.4,(64 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 2 more",17 years old,1k-5k Employees (India)
8123,Hotstar,3.2,(64 Reviews),Private,"Mumbai,Maharashtra + 5 more",8 years old,501-1k Employees (Global)
8124,Prudent Insuranc...,4.0,(64 Reviews),Private,"Mumbai,Maharashtra + 6 more",18 years old,51-200 Employees (India)
8125,ZenQ,4.0,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",20 years old,501-1k Employees (India)
8126,Anchor Offshore ...,3.4,(64 Reviews),Mumbai + 7 more,40 years old,201-500 Employees (India),
8127,Junglee Games,4.2,(64 Reviews),Private,"Delhi,NCT + 4 more",11 years old,201-500 Employees (India)
8128,Magicrete Buildi...,4.1,(64 Reviews),"Surat,Gujarat + 8 more",15 years old,201-500 Employees (India),
8129,SKDRDP,4.4,(64 Reviews),Daramasthala + 18 more,32 years old,,
8130,Experion Technol...,4.4,(64 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 2 more",17 years old,1k-5k Employees (India)
8131,Asian Institute ...,4.4,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",29 years old,501-1k Employees (India)
8132,Gemini Edibles &...,4.4,(64 Reviews),Private,"Hyderabad,Telangana + 6 more",13 years old,501-1k Employees (India)
8133,Healthgenie.in,3.9,(64 Reviews),Private,"Delhi/NCR,Delhi",9 years old,51-200 Employees (India)
8134,Associated Power...,4.1,(64 Reviews),Vadodara + 11 more,27 years old,501-1k Employees (India),
8135,School of Schola...,3.9,(64 Reviews),Private,"Nagpur,Maharashtra + 19 more",23 years old,1-10 Employees (India)
8136,Cambridge Intern...,4.0,(64 Reviews),Private,Nawanshahr + 17 more,10 years old,1 Lakh+ Employees (India)
8137,Pathways World S...,4.6,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",20 years old,201-500 Employees (Global)
8138,Dd Motors,3.7,(64 Reviews),Private,New Delhi + 2 more,27 years old,1k-5k Employees (Global)
8139,Ineos Styrolutio...,4.4,(64 Reviews),Public,"Vadodara/Baroda,Gujarat + 5 more",50 years old,1k-5k Employees (India)
8140,Oremus Corporate...,3.6,(64 Reviews),Private,Hyderabad,21 years old,51-200 Employees (India)
8141,Magicmind Techno...,3.8,(64 Reviews),Public,"Kolkata,West Bengal",7 years old,51-200 Employees (India)
8142,United Biscuits,4.7,(64 Reviews),Private,Hayes + 16 more,75 years old,501-1k Employees (India)
8143,ZenQ,4.0,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",20 years old,501-1k Employees (India)
8144,Jawaharlal Nehru...,4.1,(64 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
8145,Sidwal Refrigera...,4.2,(64 Reviews),Private,New Delhi + 7 more,49 years old,51-200 Employees (India)
8146,Fertilisers and ...,4.2,(64 Reviews),Kochi + 1 more,80 years old,501-1k Employees (India),
8147,Advanced Busines...,4.0,(64 Reviews),Private,"Datchet,Berkshire + 3 more",22 years old,501-1k Employees (India)
8148,NeST Information...,4.1,(64 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",25 years old,501-1k Employees (India)
8149,Banas Dairy,4.6,(64 Reviews),Private,Palanpur + 6 more,54 years old,1k-5k Employees (India)
8150,Intercontinental...,3.9,(64 Reviews),Private,"Atlanta,Georgia",23 years old,1k-5k Employees (India)
8151,Mother’s Pride,3.8,(64 Reviews),Private,"Delhi/NCR,New Delhi + 11 more",27 years old,1k-5k Employees (India)
8152,6D Technologies,3.8,(64 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",21 years old,501-1k Employees (India),
8153,Strabag,4.1,(64 Reviews),Vienna + 8 more,188 years old,51-200 Employees (India),
8154,Electrolab,2.9,(64 Reviews),Private,"Mumbai,Maharashtra + 5 more",39 years old,51-200 Employees (India)
8155,Marsh India Insu...,3.7,(64 Reviews),Private,"New York City,New York + 9 more",20 years old,501-1k Employees (India)
8156,Centum Rakon,3.9,(64 Reviews),Bangalore + 1 more,15 years old,,
8157,Ufi Filters,3.6,(64 Reviews),Private,"Nogarole Rocca,Verona + 8 more",52 years old,201-500 Employees (India)
8158,Remsons Industri...,3.8,(64 Reviews),Public,Mumbai + 5 more,64 years old,51-200 Employees (India)
8159,6D Technologies,3.8,(64 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",21 years old,501-1k Employees (India),
8160,Jawaharlal Nehru...,4.1,(64 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
8161,Advanced Busines...,4.0,(64 Reviews),Private,"Datchet,Berkshire + 3 more",22 years old,501-1k Employees (India)
8162,Associated Power...,4.1,(64 Reviews),Vadodara + 11 more,27 years old,501-1k Employees (India),
8163,Fertilisers and ...,4.2,(64 Reviews),Kochi + 1 more,80 years old,501-1k Employees (India),
8164,Mitel,3.7,(64 Reviews),Private,"Kanata,Ontario + 1 more",51 years old,501-1k Employees (India)
8165,NeST Information...,4.1,(64 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",25 years old,501-1k Employees (India)
8166,Pathways World S...,4.6,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",20 years old,201-500 Employees (Global)
8167,Dd Motors,3.7,(64 Reviews),Private,New Delhi + 2 more,27 years old,1k-5k Employees (Global)
8168,Cambridge Intern...,4.0,(64 Reviews),Private,Nawanshahr + 17 more,10 years old,1 Lakh+ Employees (India)
8169,Abhyudaya Co-ope...,3.9,(64 Reviews),Private,Mumbai + 10 more,59 years old,51-200 Employees (India)
8170,Foundation To Ed...,4.1,(64 Reviews),NGO/NPO,Mumbai + 16 more,16 years old,1k-5k Employees (India)
8171,Ufi Filters,3.6,(64 Reviews),Private,"Nogarole Rocca,Verona + 8 more",52 years old,201-500 Employees (India)
8172,Lark Laboratorie...,3.4,(64 Reviews),New Delhi + 6 more,44 years old,51-200 Employees (India),
8173,Vwr Lab Products,4.0,(64 Reviews),Private,"Radnor,Pennsylvania + 1 more",171 years old,501-1k Employees (India)
8174,Mindspace Outsou...,4.3,(64 Reviews),51-200 Employees (India),,,
8175,Crif Solutions,3.5,(64 Reviews),Bologna,18 years old,201-500 Employees (India),
8176,Dsm Shared Servi...,4.3,(64 Reviews),Private,Heerlen,121 years old,201-500 Employees (India)
8177,Varsity Educatio...,4.0,(64 Reviews),"Hyderabad,Telangana + 11 more",12 years old,5k-10k Employees (India),
8178,SCOPE T&M,3.5,(64 Reviews),Pune + 7 more,35 years old,51-200 Employees (India),
8179,Kintech Synergy,4.1,(64 Reviews),Private,Ahmedabad + 4 more,28 years old,501-1k Employees (India)
8180,Ocl Iron & Steel,4.2,(64 Reviews),Public,Rajgangpur + 5 more,22 years old,11-50 Employees (India)
8181,Dewar's Garage,3.4,(64 Reviews),Kolkata,28 years old,201-500 Employees (India),
8182,Magicmind Techno...,3.8,(64 Reviews),Public,"Kolkata,West Bengal",7 years old,51-200 Employees (India)
8183,Oremus Corporate...,3.6,(64 Reviews),Private,Hyderabad,21 years old,51-200 Employees (India)
8184,Promaestro Techs...,4.6,(64 Reviews),Private,Hyderabad + 1 more,15 years old,51-200 Employees (India)
8185,K & J Project,3.3,(64 Reviews),Private,Nagpur + 17 more,19 years old,51-200 Employees (India)
8186,School of Schola...,3.9,(64 Reviews),Private,"Nagpur,Maharashtra + 19 more",23 years old,1-10 Employees (India)
8187,Bsa Corporation,4.4,(64 Reviews),Public,Sawardari + 12 more,23 years old,10k-50k Employees (India)
8188,Icl Fincorp,3.5,(64 Reviews),Private,"Thrissur/Trichur,Kerala + 12 more",24 years old,51-200 Employees (India)
8189,Classic Auto Tub...,4.0,(64 Reviews),Private,Pune + 4 more,27 years old,201-500 Employees (India)
8190,Vakilsearch,3.5,(64 Reviews),Private,"Chennai,Tamil Nadu + 2 more",11 years old,51-200 Employees (India)
8191,Skanray Technolo...,3.8,(64 Reviews),Private,"Mysore,Karnataka + 10 more",16 years old,201-500 Employees (India)
8192,Kanerika Softwar...,4.5,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",8 years old,51-200 Employees (India)
8193,ECIL RAPISCAN,4.1,(64 Reviews),Private,Hyderabad + 12 more,28 years old,201-500 Employees (India)
8194,Gitanjali Gems,3.2,(64 Reviews),Public,"Mumbai,Maharashtra + 11 more",57 years old,501-1k Employees (India)
8195,skillVentory,4.0,(64 Reviews),Private,Mumbai + 9 more,15 years old,51-200 Employees (India)
8196,I Yogi Technical...,2.3,(64 Reviews),Private,New York + 4 more,16 years old,5k-10k Employees (Global)
8197,Panoramic Group ...,3.1,(64 Reviews),Private,Mumbai + 11 more,26 years old,1-10 Employees (India)
8198,Mitel,3.7,(64 Reviews),Private,"Kanata,Ontario + 1 more",51 years old,501-1k Employees (India)
8199,LG Service,4.3,(64 Reviews),Private,Huntsville + 36 more,1 Lakh+ Employees (India),
8200,JUD Cement,3.0,(64 Reviews),Private,Guwahati + 2 more,18 years old,201-500 Employees (India)
8201,RNFI Services,3.5,(64 Reviews),Private,"Delhi/NCR,Delhi + 13 more",8 years old,501-1k Employees (India)
8202,Brainware Univer...,3.2,(64 Reviews),Barasat + 1 more,201-500 Employees (India),,
8203,East Wind Footwe...,4.1,(64 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
8204,Garments India,4.4,(64 Reviews),Private,Jaipur + 21 more,45 years old,501-1k Employees (Global)
8205,Ribbon Communica...,3.9,(64 Reviews),Bengaluru/Bangalore + 4 more,51-200 Employees (India),,
8206,K & J Project,3.3,(64 Reviews),Private,Nagpur + 17 more,19 years old,51-200 Employees (India)
8207,Mit World Peace ...,3.8,(64 Reviews),1k-5k Employees (India),,,
8208,Aero Club-Woodla...,3.8,(64 Reviews),New Delhi + 22 more,31 years old,10k-50k Employees (India),
8209,Brilyant IT Solu...,4.2,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",9 years old,51-200 Employees (India)
8210,MUFG Bank,3.9,(64 Reviews),Chiyoda-ku + 5 more,104 years old,501-1k Employees (India),
8211,Infibeam Avenues,3.4,(64 Reviews),Public,"Gandhinagar,Gujrat + 7 more",16 years old,501-1k Employees (India)
8212,HR Food Processi...,3.9,(64 Reviews),Ranchi + 10 more,13 years old,51-200 Employees (India),
8213,Promaestro Techs...,4.6,(64 Reviews),Private,Hyderabad + 1 more,15 years old,51-200 Employees (India)
8214,Gnrc Hospital,4.0,(64 Reviews),Public,Guwahati + 4 more,36 years old,501-1k Employees (India)
8215,Propshop,2.7,(64 Reviews),Private,"Noida,Uttar Pradesh + 2 more",9 years old,501-1k Employees (India)
8216,Synmac Consultan...,3.4,(64 Reviews),"Chennai,Tamil Nadu + 2 more",7 years old,1-10 Employees (India),
8217,Prominent Consul...,4.7,(64 Reviews),"Vadodara,Gujarat + 2 more",16 years old,11-50 Employees (India),
8218,Bajaj Electronic...,4.2,(64 Reviews),Hyderabad/Secunderabad + 10 more,11-50 Employees (India),,
8219,Nina Percept,4.0,(64 Reviews),Mumbai + 9 more,501-1k Employees (India),,
8220,IIFL SAMASTA,3.9,(64 Reviews),Bengaluru/Bangalore + 36 more,,,
8221,LambdaTest,4.9,(64 Reviews),Private,"San Francisco,California + 1 more",6 years old,201-500 Employees (India)
8222,Euronet Global D...,4.2,(64 Reviews),"Leawood,Kansas + 7 more",29 years old,501-1k Employees (India),
8223,One Trust,2.9,(64 Reviews),,,,
8224,Springworks,4.6,(64 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",9 years old,201-500 Employees (India)
8225,Sri Sai Power an...,4.1,(64 Reviews),Private,Surat + 9 more,10 years old,11-50 Employees (India)
8226,Viva Composite P...,3.9,(64 Reviews),Private,"Mumbai,Maharashtra + 19 more",18 years old,51-200 Employees (India)
8227,BDO Rise,3.8,(64 Reviews),"Chicago,Illinois + 3 more",501-1k Employees (India),,
8228,Power2sme,4.3,(64 Reviews),Private,"Gurgaon,Haryana + 7 more",11 years old,51-200 Employees (India)
8229,Ambica Steels,4.3,(64 Reviews),New Delhi + 4 more,53 years old,1k-5k Employees (India),
8230,BRG Group,3.8,(233 Reviews),Private,Kolkata + 6 more,29 years old,1k-5k Employees (Global)
8231,DiGiSPICE,4.1,(178 Reviews),Public,"Noida,Uttar Pradesh + 9 more",23 years old,501-1k Employees (India)
8232,FMI Automotive C...,4.1,(63 Reviews),51-200 Employees (India),,,
8233,Starworth Infras...,4.1,(63 Reviews),Private,Bengaluru + 3 more,22 years old,501-1k Employees (India)
8234,Calvin Klein Jea...,4.7,(63 Reviews),Public,"New York City,Midtown Manhattan + 20 more",55 years old,10k-50k Employees (Global)
8235,Vhb Medi Science...,3.7,(63 Reviews),Private,Mumbai + 2 more,77 years old,1k-5k Employees (India)
8236,India Pesticides,4.3,(63 Reviews),Private,Bareilly + 8 more,39 years old,501-1k Employees (India)
8237,Lanco Amarkantak...,4.3,(63 Reviews),Gurgaon + 3 more,22 years old,1-10 Employees (India),
8238,Adm Agro Industr...,4.1,(63 Reviews),Private,"Decatur,Illinois + 15 more",121 years old,501-1k Employees (India)
8239,The Digital Grou...,3.7,(63 Reviews),Private,"Princeton,New Jersey",24 years old,201-500 Employees (India)
8240,UBS Cognizant,3.8,(63 Reviews),Hyderabad/Secunderabad + 9 more,50k-1 Lakh Employees (India),,
8241,Timezone Enterta...,4.0,(63 Reviews),Perth + 15 more,45 years old,201-500 Employees (India),
8242,Komal Tex Fab,3.1,(63 Reviews),Private,Ahmedabad + 3 more,42 years old,51-200 Employees (India)
8243,Vitech Systems A...,3.9,(63 Reviews),Private,"New York,NY",20 years old,201-500 Employees (India)
8244,Revmax Telecom I...,3.1,(63 Reviews),Private,Navi Mumbai + 10 more,19 years old,51-200 Employees (India)
8245,Spark Engineerin...,3.4,(63 Reviews),Private,Ghaziabad + 11 more,34 years old,51-200 Employees (Global)
8246,Nabard Consultan...,3.7,(63 Reviews),Private,New Delhi + 17 more,20 years old,201-500 Employees (India)
8247,Datacomp Web Tec...,3.8,(63 Reviews),Private,"Mumbai,Maharashtra + 6 more",38 years old,201-500 Employees (India)
8248,Manya - The Prin...,3.4,(63 Reviews),Private,New Delhi + 9 more,21 years old,1 Lakh+ Employees (India)
8249,BTI Payments,3.5,(63 Reviews),Bangalore + 8 more,17 years old,51-200 Employees (India),
8250,HealthAsyst,4.2,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",24 years old,201-500 Employees (India)
8251,Highly Electrica...,3.5,(63 Reviews),Private,"Ahmedabad,Gujarat + 1 more",10 years old,51-200 Employees (India)
8252,Forbes Facility ...,4.3,(63 Reviews),Private,"Mumbai,Maharashtra + 10 more",17 years old,1k-5k Employees (India)
8253,Transaction Solu...,4.0,(63 Reviews),Private,New Delhi + 6 more,18 years old,51-200 Employees (India)
8254,Kirloskar Ebara ...,3.9,(63 Reviews),Public,Pune + 4 more,35 years old,201-500 Employees (India)
8255,Smile Foundation,3.9,(63 Reviews),Private,"Delhi/NCR,Delhi + 14 more",21 years old,501-1k Employees (India)
8256,Starmark Softwar...,4.2,(63 Reviews),Private,Bengaluru + 1 more,23 years old,51-200 Employees (India)
8257,Krish Compusoft ...,3.9,(63 Reviews),Private,Milpitas + 2 more,22 years old,201-500 Employees (India)
8258,Kintetsu World E...,4.1,(63 Reviews),Private,Tokyo + 16 more,26 years old,201-500 Employees (India)
8259,ROCKWOOL,3.6,(63 Reviews),Private,Hyderabad + 3 more,36 years old,51-200 Employees (India)
8260,i-Exceed Technol...,3.7,(63 Reviews),Private,"Princeton,New Jersey + 2 more",12 years old,201-500 Employees (India)
8261,Rinac India,3.7,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",29 years old,1k-5k Employees (India)
8262,Vritti Solutions,3.9,(63 Reviews),Public,"Pune,Maharashtra + 10 more",18 years old,201-500 Employees (India)
8263,Gera Development...,4.1,(63 Reviews),Private,"Pune,Maharashtra + 1 more",53 years old,201-500 Employees (India)
8264,Arteria Technolo...,2.4,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",16 years old,201-500 Employees (India)
8265,InfinityLabs,3.8,(63 Reviews),Private,"Pune,Maharashtra + 7 more",9 years old,201-500 Employees (India)
8266,Rivulis Irrigati...,4.3,(63 Reviews),"Mumbai,Maharashtra + 21 more",57 years old,501-1k Employees (India),
8267,UBS Cognizant,3.8,(63 Reviews),Hyderabad/Secunderabad + 9 more,50k-1 Lakh Employees (India),,
8268,Adm Agro Industr...,4.1,(63 Reviews),Private,"Decatur,Illinois + 15 more",121 years old,501-1k Employees (India)
8269,Weather Risk Man...,3.7,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",19 years old,201-500 Employees (India)
8270,iPlaceUSA,3.9,(63 Reviews),Private,"McLean,Virginia",17 years old,501-1k Employees (India)
8271,Venture Lighting,3.9,(63 Reviews),Private,Twinsburg + 4 more,42 years old,51-200 Employees (India)
8272,G Plast,3.3,(63 Reviews),Private,Coimbatore,39 years old,51-200 Employees (India)
8273,Timezone Enterta...,4.0,(63 Reviews),Perth + 15 more,45 years old,201-500 Employees (India),
8274,Maruti Service M...,4.0,(63 Reviews),Public,New Delhi + 10 more,24 years old,201-500 Employees (India)
8275,Al Jaber Energy ...,4.6,(63 Reviews),Private,"Abu Dhabi,Abu Dhabi + 4 more",29 years old,1 Lakh+ Employees (India)
8276,Komal Tex Fab,3.1,(63 Reviews),Private,Ahmedabad + 3 more,42 years old,51-200 Employees (India)
8277,The Digital Grou...,3.7,(63 Reviews),Private,"Princeton,New Jersey",24 years old,201-500 Employees (India)
8278,Hindusthan Engi...,3.3,(63 Reviews),Kolkata + 9 more,83 years old,1k-5k Employees (India),
8279,iPlaceUSA,3.9,(63 Reviews),Private,"McLean,Virginia",17 years old,501-1k Employees (India)
8280,Venture Lighting,3.9,(63 Reviews),Private,Twinsburg + 4 more,42 years old,51-200 Employees (India)
8281,Allzone Manageme...,4.3,(63 Reviews),Private,"Los Angeles,California + 1 more",18 years old,51-200 Employees (India)
8282,Sigachi Industri...,4.1,(63 Reviews),Hyderabad + 3 more,34 years old,51-200 Employees (India),
8283,Magna Steyr,4.4,(63 Reviews),Private,"Aurora,Ontario",66 years old,51-200 Employees (India)
8284,Smartchem Techno...,4.0,(63 Reviews),Public,Pune + 15 more,36 years old,51-200 Employees (India)
8285,Oasis Resource M...,4.1,(63 Reviews),Private,New Delhi + 1 more,23 years old,51-200 Employees (India)
8286,KTM,3.8,(63 Reviews),Private,Mattighofen + 31 more,70 years old,1k-5k Employees (India)
8287,Capricot Technol...,3.8,(63 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",10 years old,51-200 Employees (India)
8288,Teamglobal Logis...,3.9,(63 Reviews),Private,Mumbai + 12 more,18 years old,201-500 Employees (India)
